UF,nome_municipio,pop_est,pop_est_2016,geocodigo
MG,Natércia,4728,4816,3144409
MG,Nazareno,8660,8532,3144508
MG,Nepomuceno,26826,26977,3144607
MG,Ninheira,10326,10339,3144656
MG,Nova Belém,3128,3511,3144672
MG,Nova Era,17551,17996,3144706
MG,Nova Lima,96157,91069,3144805
MG,Nova Módica,3573,3774,3144904
MG,Nova Ponte,15800,14715,3145000
MG,Nova Porteirinha,7497,7642,3145059
MG,Nova Resende,16832,16540,3145109
MG,Nova Serrana,105520,92332,3145208
MG,Novo Cruzeiro,31335,31844,3145307
MG,Novo Oriente de Minas,10778,10839,3145356
MG,Novorizonte,5324,5282,3145372
MG,Olaria,1720,1893,3145406
MG,Olhos-d'Água,6171,5878,3145455
MG,Olímpio Noronha,2809,2743,3145505
MG,Oliveira,41840,41739,3145604
MG,Oliveira Fortes,2130,2182,3145703
MG,Onça de Pitangui,3152,3186,3145802
MG,Oratórios,4663,4698,3145851
MG,Orizânia,8079,7891,3145877
MG,Ouro Branco,39867,38601,3145901
MG,Ouro Fino,33791,33557,3146008
MG,Ouro Preto,74558,74356,3146107
MG,Ouro Verde de Minas,5914,6118,3146206
MG,Padre Carvalho,6423,6295,3146255
MG,Padre Paraíso,20252,20076,3146305
MG,Paineiras,4462,4663,3146404
MG,Pains,8296,8371,3146503
MG,Pai Pedro,6094,6173,3146552
MG,Paiva,1523,1580,3146602
MG,Palma,6611,6750,3146701
MG,Palmópolis,5349,6280,3146750
MG,Papagaios,15800,15398,3146909
MG,Paracatu,93862,91724,3147006
MG,Pará de Minas,94808,91969,3147105
MG,Paraguaçu,21605,21486,3147204
MG,Paraisópolis,21221,20850,3147303
MG,Paraopeba,24700,24273,3147402
MG,Passabém,1633,1742,3147501
MG,Passa Quatro,16393,16413,3147600
MG,Passa Tempo,8057,8336,3147709
MG,Passa-Vinte,2031,2108,3147808
MG,Passos,115337,113807,3147907
MG,Patis,6002,5946,3147956
MG,Patos de Minas,153585,149856,3148004
MG,Patrocínio,91449,89333,3148103
MG,Patrocínio do Muriaé,5715,5649,3148202
MG,Paula Cândido,9584,9676,3148301
MG,Paulistas,4812,4990,3148400
MG,Pavão,8419,8724,3148509
MG,Peçanha,17537,17854,3148608
MG,Pedra Azul,24329,24717,3148707
MG,Pedra Bonita,7128,7085,3148756
MG,Pedra do Anta,3005,3304,3148806
MG,Pedra do Indaiá,3974,4028,3148905
MG,Pedra Dourada,2532,2427,3149002
MG,Pedralva,11146,11596,3149101
MG,Pedras de Maria da Cruz,12212,11297,3149150
MG,Pedrinópolis,3643,3661,3149200
MG,Pedro Leopoldo,64712,63406,3149309
MG,Pedro Teixeira,1806,1842,3149408
MG,Pequeri,3330,3335,3149507
MG,Pequi,4432,4369,3149606
MG,Perdigão,11755,10637,3149705
MG,Perdizes,16321,15785,3149804
MG,Perdões,21485,21344,3149903
MG,Periquito,6773,7081,3149952
MG,Pescador,4256,4302,3150000
MG,Piau,2733,2859,3150109
MG,Piedade de Caratinga,8702,8130,3150158
MG,Piedade de Ponte Nova,4140,4208,3150208
MG,Piedade do Rio Grande,4466,4703,3150307
MG,Piedade dos Gerais,5009,4954,3150406
MG,Pimenta,8688,8688,3150505
MG,Pingo-d'Água,4986,4832,3150539
MG,Pintópolis,7524,7563,3150570
MG,Piracema,6398,6568,3150604
MG,Pirajuba,6348,5665,3150703
MG,Piranga,17634,17892,3150802
MG,Piranguçu,5488,5495,3150901
MG,Piranguinho,8640,8553,3151008
MG,Pirapetinga,10772,10848,3151107
MG,Pirapora,56640,56474,3151206
MG,Piraúba,10759,11090,3151305
MG,Pitangui,28215,27495,3151404
MG,Piumhi,34918,34306,3151503
MG,Planura,12292,11656,3151602
MG,Poço Fundo,16846,16841,3151701
MG,Poços de Caldas,168641,164912,3151800
MG,Pocrane,8359,8889,3151909
MG,Pompéu,32035,31401,3152006
MG,Ponte Nova,59875,60188,3152105
MG,Ponto Chique,4283,4236,3152131
MG,Ponto dos Volantes,12179,12078,3152170
MG,Porteirinha,37864,38730,3152204
MG,Porto Firme,11348,11178,3152303
MG,Poté,16616,16573,3152402
MG,Pouso Alegre,152549,145535,3152501
MG,Pouso Alto,5900,6210,3152600
MG,Prados,9080,8972,3152709
MG,Prata,28017,27637,3152808
MG,Pratápolis,8566,8910,3152907
MG,Pratinha,3631,3543,3153004
MG,Presidente Bernardes,5341,5578,3153103
MG,Presidente Juscelino,3606,3851,3153202
MG,Presidente Kubitschek,3001,3059,3153301
MG,Presidente Olegário,19627,19536,3153400
MG,Alto Jequitibá,8301,8525,3153509
MG,Prudente de Morais,10834,10485,3153608
MG,Quartel Geral,3584,3537,3153707
MG,Queluzito,1943,1953,3153806
MG,Raposos,16429,16312,3153905
MG,Raul Soares,23711,24381,3154002
MG,Recreio,10520,10682,3154101
MG,Reduto,7201,7071,3154150
MG,Resende Costa,11540,11525,3154200
MG,Resplendor,17396,17695,3154309
MG,Ressaquinha,4817,4848,3154408
MG,Riachinho,8134,8283,3154457
MG,Riacho dos Machados,9476,9665,3154507
MG,Ribeirão das Neves,338197,325846,3154606
MG,Ribeirão Vermelho,4047,4042,3154705
MG,Rio Acima,10420,10026,3154804
MG,Rio Casca,13473,14187,3154903
MG,Rio Doce,2620,2611,3155009
MG,Rio do Prado,5133,5309,3155108
MG,Rio Espera,5402,5876,3155207
MG,Rio Manso,5879,5730,3155306
MG,Rio Novo,8957,9067,3155405
MG,Rio Paranaíba,12335,12431,3155504
MG,Rio Pardo de Minas,31045,30878,3155603
MG,Rio Piracicaba,14332,14613,3155702
MG,Rio Pomba,17959,18001,3155801
MG,Rio Preto,5485,5531,3155900
MG,Rio Vermelho,12739,13523,3156007
MG,Ritápolis,4562,4862,3156106
MG,Rochedo de Minas,2320,2278,3156205
MG,Rodeiro,8224,7758,3156304
MG,Romaria,3520,3650,3156403
MG,Rosário da Limeira,4622,4553,3156452
MG,Rubelita,5798,6937,3156502
MG,Rubim,10256,10354,3156601
MG,Sabará,137125,135196,3156700
MG,Sabinópolis,15416,15961,3156809
MG,Sacramento,26374,25819,3156908
MG,Salinas,41699,41494,3157005
MG,Salto da Divisa,7012,7117,3157104
MG,Santa Bárbara,31604,30436,3157203
MG,Santa Bárbara do Leste,8181,8144,3157252
MG,Santa Bárbara do Monte Verde,3182,3067,3157278
MG,Santa Bárbara do Tugúrio,4407,4603,3157302
MG,Santa Cruz de Minas,8664,8489,3157336
MG,Santa Cruz de Salinas,4107,4359,3157377
MG,Santa Cruz do Escalvado,4725,4981,3157401
MG,Santa Efigênia de Minas,4381,4604,3157500
MG,Santa Fé de Minas,3826,3997,3157609
MG,Santa Helena de Minas,6386,6387,3157658
MG,Santa Juliana,14255,13165,3157708
MG,Santa Luzia,220444,217610,3157807
MG,Santa Margarida,16302,16080,3157906
MG,Santa Maria de Itabira,10857,10986,3158003
MG,Santa Maria do Salto,5217,5387,3158102
MG,Santa Maria do Suaçuí,14611,14883,3158201
MG,Santana da Vargem,7073,7336,3158300
MG,Santana de Cataguases,3891,3856,3158409
MG,Santana de Pirapama,7589,7997,3158508
MG,Santana do Deserto,3981,4024,3158607
MG,Santana do Garambéu,2476,2419,3158706
MG,Santana do Jacaré,4834,4845,3158805
MG,Santana do Manhuaçu,8667,8849,3158904
MG,Santana do Paraíso,35369,32232,3158953
MG,Santana do Riacho,4315,4280,3159001
MG,Santana dos Montes,3765,3892,3159100
MG,Santa Rita de Caldas,8924,9208,3159209
MG,Santa Rita de Jacutinga,4863,5054,3159308
MG,Santa Rita de Minas,7268,7097,3159357
MG,Santa Rita de Ibitipoca,3402,3580,3159407
MG,Santa Rita do Itueto,5457,5719,3159506
MG,Santa Rita do Sapucaí,43753,41886,3159605
MG,Santa Rosa da Serra,3357,3377,3159704
MG,Santa Vitória,19872,19520,3159803
MG,Santo Antônio do Amparo,18613,18462,3159902
MG,Santo Antônio do Aventureiro,3602,3664,3160009
MG,Santo Antônio do Grama,3886,4087,3160108
MG,Santo Antônio do Itambé,3799,4066,3160207
MG,Santo Antônio do Jacinto,11604,11992,3160306
MG,Santo Antônio do Monte,28427,27938,3160405
MG,Santo Antônio do Retiro,7297,7315,3160454
MG,Santo Antônio do Rio Abaixo,1760,1815,3160504
MG,Santo Hipólito,3065,3231,3160603
MG,Santos Dumont,46421,47560,3160702
MG,São Bento Abade,5349,5103,3160801
MG,São Brás do Suaçuí,3754,3730,3160900
MG,São Domingos das Dores,5658,5680,3160959
MG,São Domingos do Prata,17327,17792,3161007
MG,São Félix de Minas,3362,3460,3161056
MG,São Francisco,56477,56619,3161106
MG,São Francisco de Paula,6520,6671,3161205
MG,São Francisco de Sales,6274,6188,3161304
MG,São Francisco do Glória,4800,5114,3161403
MG,São Geraldo,12562,11736,3161502
MG,São Geraldo da Piedade,3910,4251,3161601
MG,São Geraldo do Baixio,4059,3878,3161650
MG,São Gonçalo do Abaeté,8459,6840,3161700
MG,São Gonçalo do Pará,12597,11823,3161809
MG,São Gonçalo do Rio Abaixo,11019,10683,3161908
MG,São Gonçalo do Sapucaí,25561,25399,3162005
MG,São Gotardo,35782,34728,3162104
MG,São João Batista do Glória,7498,7387,3162203
MG,São João da Lagoa,4932,4922,3162252
MG,São João da Mata,2746,2810,3162302
MG,São João da Ponte,25098,25880,3162401
MG,São João das Missões,13125,12760,3162450
MG,São João del Rei,90497,89832,3162500
MG,São João do Manhuaçu,11674,11262,3162559
MG,São João do Manteninha,5918,5706,3162575
MG,São João do Oriente,7444,7853,3162609
MG,São João do Pacuí,4448,4369,3162658
MG,São João do Paraíso,23709,23630,3162708
MG,São João Evangelista,15767,16070,3162807
MG,São João Nepomuceno,26447,26439,3162906
MG,São Joaquim de Bicas,32148,29674,3162922
MG,São José da Barra,7480,7323,3162948
MG,São José da Lapa,24135,22592,3162955
MG,São José da Safira,4280,4289,3163003
MG,São José da Varginha,5079,4770,3163102
MG,São José do Alegre,4210,4213,3163201
MG,São José do Divino,3856,3945,3163300
MG,São José do Goiabal,5387,5653,3163409
MG,São José do Jacuri,6431,6660,3163508
MG,São José do Mantimento,2806,2771,3163607
MG,São Lourenço,46202,45128,3163706
MG,São Miguel do Anta,6944,7032,3163805
MG,São Pedro da União,4610,4944,3163904
MG,São Pedro dos Ferros,7706,8231,3164001
MG,São Pedro do Suaçuí,5202,5522,3164100
MG,São Romão,12529,11727,3164209
MG,São Roque de Minas,7076,7064,3164308
MG,São Sebastião da Bela Vista,5552,5394,3164407
MG,São Sebastião da Vargem Alegre,3024,2990,3164431
MG,São Sebastião do Anta,6627,6355,3164472
MG,São Sebastião do Maranhão,9963,10564,3164506
MG,São Sebastião do Oeste,6863,6512,3164605
MG,São Sebastião do Paraíso,71445,70066,3164704
MG,São Sebastião do Rio Preto,1492,1591,3164803
MG,São Sebastião do Rio Verde,2250,2239,3164902
MG,São Tiago,10960,11046,3165008
MG,São Tomás de Aquino,7000,7230,3165107
MG,São Thomé das Letras,7120,7072,3165206
MG,São Vicente de Minas,7815,7614,3165305
MG,Sapucaí-Mirim,6989,6796,3165404
MG,Sardoá,6361,6142,3165503
MG,Sarzedo,33413,30478,3165537
MG,Setubinha,12378,11952,3165552
MG,Sem-Peixe,2606,2794,3165560
MG,Senador Amaral,5361,5429,3165578
MG,Senador Cortes,2003,2048,3165602
MG,Senador Firmino,7858,7747,3165701
MG,Senador José Bento,1461,1703,3165800
MG,Senador Modestino Gonçalves,4105,4446,3165909
MG,Senhora de Oliveira,5786,5886,3166006
MG,Senhora do Porto,3519,3600,3166105
MG,Senhora dos Remédios,10467,10604,3166204
MG,Sericita,7333,7420,3166303
MG,Seritinga,1854,1870,3166402
MG,Serra Azul de Minas,4292,4368,3166501
MG,Serra da Saudade,776,815,3166600
MG,Serra dos Aimorés,8713,8789,3166709
MG,Serra do Salitre,11668,11410,3166808
MG,Serrania,7668,7804,3166907
MG,Serranópolis de Minas,4809,4741,3166956
MG,Serranos,1956,2026,3167004
MG,Serro,20940,21431,3167103
MG,Sete Lagoas,241835,234221,3167202
MG,Silveirânia,2264,2287,3167301
MG,Silvianópolis,6248,6299,3167400
MG,Simão Pereira,2618,2646,3167509
MG,Simonésia,19736,19530,3167608
MG,Sobrália,5514,5816,3167707
MG,Soledade de Minas,6189,6094,3167806
MG,Tabuleiro,3708,3991,3167905
MG,Taiobeiras,34397,33576,3168002
MG,Taparuba,3101,3199,3168051
MG,Tapira,4832,4598,3168101
MG,Tapiraí,1872,1921,3168200
MG,Taquaraçu de Minas,4099,4053,3168309
MG,Tarumirim,14302,14670,3168408
MG,Teixeiras,11670,11815,3168507
MG,Teófilo Otoni,140937,141502,3168606
MG,Timóteo,90568,88255,3168705
MG,Tiradentes,8072,7726,3168804
MG,Tiros,6424,6832,3168903
MG,Tocantins,16715,16703,3169000
MG,Tocos do Moji,4109,4136,3169059
MG,Toledo,6297,6194,3169109
MG,Tombos,7850,8899,3169208
MG,Três Corações,80032,78474,3169307
MG,Três Marias,32716,31366,3169356
MG,Três Pontas,56940,56879,3169406
MG,Tumiritinga,6765,6705,3169505
MG,Tupaciguara,25398,25452,3169604
MG,Turmalina,20125,19612,3169703
MG,Turvolândia,5070,4995,3169802
MG,Ubá,116797,112186,3169901
MG,Ubaí,12599,12466,3170008
MG,Ubaporanga,12493,12591,3170057
MG,Uberaba,337092,325279,3170107
MG,Uberlândia,699097,669672,3170206
MG,Umburatiba,2596,2718,3170305
MG,Unaí,84930,83448,3170404
MG,União de Minas,4284,4463,3170438
MG,Uruana de Minas,3260,3337,3170479
MG,Urucânia,10345,10587,3170503
MG,Urucuia,17173,15833,3170529
MG,Vargem Alegre,6470,6633,3170578
MG,Vargem Bonita,2148,2211,3170602
MG,Vargem Grande do Rio Pardo,5026,5011,3170651
MG,Varginha,136602,133384,3170701
MG,Varjão de Minas,7138,6857,3170750
MG,Várzea da Palma,39803,38838,3170800
MG,Varzelândia,19305,19712,3170909
MG,Vazante,20642,20720,3171006
MG,Verdelândia,9443,9140,3171030
MG,Veredinha,5727,5786,3171071
MG,Veríssimo,4045,3870,3171105
MG,Vermelho Novo,4846,4894,3171154
MG,Vespasiano,129765,120510,3171204
MG,Viçosa,79388,77863,3171303
MG,Vieiras,3589,3753,3171402
MG,Mathias Lobato,3179,3357,3171501
MG,Virgem da Lapa,13740,14037,3171600
MG,Virgínia,8663,8868,3171709
MG,Virginópolis,10484,10801,3171808
MG,Virgolândia,5340,5638,3171907
MG,Visconde do Rio Branco,42965,41567,3172004
MG,Volta Grande,5261,5302,3172103
MG,Wenceslau Braz,2548,2616,3172202
ES,Afonso Cláudio,30455,32407,3200102
ES,Águia Branca,9631,10075,3200136
ES,Água Doce do Norte,10909,11958,3200169
ES,Alegre,29975,32175,3200201
ES,Alfredo Chaves,14636,15029,3200300
ES,Alto Rio Novo,7874,7979,3200359
ES,Anchieta,29779,28091,3200409
ES,Apiacá,7554,7928,3200508
ES,Aracruz,103101,96746,3200607
ES,Atilio Vivacqua,12105,11335,3200706
ES,Baixo Guandu,31132,31633,3200805
ES,Barra de São Francisco,44979,44946,3200904
ES,Boa Esperança,15092,15390,3201001
ES,Bom Jesus do Norte,9962,10215,3201100
ES,Brejetuba,12427,12797,3201159
ES,Cachoeiro de Itapemirim,210589,210325,3201209
ES,Cariacica,383917,384621,3201308
ES,Castelo,37747,38070,3201407
ES,Colatina,123400,123598,3201506
ES,Conceição da Barra,31273,31353,3201605
ES,Conceição do Castelo,12806,12856,3201704
ES,Divino de São Lourenço,4270,4630,3201803
ES,Domingos Martins,33986,34589,3201902
ES,Dores do Rio Preto,6771,6920,3202009
ES,Ecoporanga,22835,24243,3202108
ES,Fundão,21948,20376,3202207
ES,Governador Lindenberg,12880,12444,3202256
ES,Guaçuí,31122,30946,3202306
ES,Guarapari,126701,121506,3202405
ES,Ibatiba,26426,25567,3202454
ES,Ibiraçu,12591,12471,3202504
ES,Ibitirama,8859,9379,3202553
ES,Iconha,13973,13904,3202603
ES,Irupi,13526,13240,3202652
ES,Itaguaçu,14023,14822,3202702
ES,Itapemirim,34656,34585,3202801
ES,Itarana,10494,11259,3202900
ES,Iúna,29290,29743,3203007
ES,Jaguaré,31039,29150,3203056
ES,Jerônimo Monteiro,12265,11957,3203106
ES,João Neiva,16722,17096,3203130
ES,Laranja da Terra,10933,11447,3203163
ES,Linhares,176688,166491,3203205
ES,Mantenópolis,15503,15272,3203304
ES,Marataízes,38883,38301,3203320
ES,Marechal Floriano,16920,16339,3203346
ES,Marilândia,12963,12479,3203353
ES,Mimoso do Sul,26115,27369,3203403
ES,Montanha,18894,19309,3203502
ES,Mucurici,5496,5873,3203601
ES,Muniz Freire,17319,18826,3203700
ES,Muqui,15526,15717,3203809
ES,Nova Venécia,50434,50647,3203908
ES,Pancas,23306,23559,3204005
ES,Pedro Canário,26381,26336,3204054
ES,Pinheiros,27327,26863,3204104
ES,Piúma,22053,21030,3204203
ES,Ponto Belo,7940,7826,3204252
ES,Presidente Kennedy,11658,11396,3204302
ES,Rio Bananal,19271,19321,3204351
ES,Rio Novo do Sul,11626,12070,3204401
ES,Santa Leopoldina,12197,12887,3204500
ES,Santa Maria de Jetibá,41015,39396,3204559
ES,Santa Teresa,23724,23882,3204609
ES,São Domingos do Norte,8687,8764,3204658
ES,São Gabriel da Palha,38522,36858,3204708
ES,São José do Calçado,10546,11024,3204807
ES,São Mateus,132642,126437,3204906
ES,São Roque do Canaã,12510,12483,3204955
ES,Serra,527240,494109,3205002
ES,Sooretama,30680,28509,3205010
ES,Vargem Alta,21591,21396,3205036
ES,Venda Nova do Imigrante,25745,24165,3205069
ES,Viana,79500,75652,3205101
ES,Vila Pavão,9244,9414,3205150
ES,Vila Valério,14073,14677,3205176
ES,Vila Velha,501325,479664,3205200
ES,Vitória,365855,359555,3205309
RJ,Angra dos Reis,207044,191504,3300100
RJ,Aperibé,11901,11160,3300159
RJ,Araruama,134293,124940,3300209
RJ,Areal,12669,12058,3300225
RJ,Armação dos Búzios,34477,31674,3300233
RJ,Arraial do Cabo,30593,29077,3300258
RJ,Barra do Piraí,100764,97152,3300308
RJ,Barra Mansa,184833,180126,3300407
RJ,Belford Roxo,513118,494141,3300456
RJ,Bom Jardim,27616,26424,3300506
RJ,Bom Jesus do Itabapoana,37203,36031,3300605
RJ,Cabo Frio,230378,212289,3300704
RJ,Cachoeiras de Macacu,59303,56603,3300803
RJ,Cambuci,15514,14824,3300902
RJ,Carapebus,16586,15293,3300936
RJ,Comendador Levy Gasparian,8576,8255,3300951
RJ,Campos dos Goytacazes,511168,487186,3301009
RJ,Cantagalo,20168,19727,3301108
RJ,Cardoso Moreira,12821,12538,3301157
RJ,Carmo,19030,18322,3301207
RJ,Casimiro de Abreu,45041,41167,3301306
RJ,Conceição de Macabu,23398,22315,3301405
RJ,Cordeiro,22041,21158,3301504
RJ,Duas Barras,11528,11145,3301603
RJ,Duque de Caxias,924624,886917,3301702
RJ,Engenheiro Paulo de Frontin,14071,13521,3301801
RJ,Guapimirim,61388,57105,3301850
RJ,Iguaba Grande,28837,26430,3301876
RJ,Itaboraí,242543,230786,3301900
RJ,Itaguaí,134819,120855,3302007
RJ,Italva,15299,14647,3302056
RJ,Itaocara,23222,22736,3302106
RJ,Itaperuna,103800,99504,3302205
RJ,Itatiaia,32064,30475,3302254
RJ,Japeri,105548,100562,3302270
RJ,Laje do Muriaé,7326,7257,3302304
RJ,Macaé,261501,239471,3302403
RJ,Macuco,5623,5417,3302452
RJ,Magé,246433,236319,3302502
RJ,Mangaratiba,45220,41557,3302601
RJ,Maricá,164504,149876,3302700
RJ,Mendes,18648,18111,3302809
RJ,Mesquita,176569,171020,3302858
RJ,Miguel Pereira,25581,24855,3302908
RJ,Miracema,27154,26607,3303005
RJ,Natividade,15311,14986,3303104
RJ,Nilópolis,162693,158319,3303203
RJ,Niterói,515317,497883,3303302
RJ,Nova Friburgo,191158,185102,3303401
RJ,Nova Iguaçu,823302,797435,3303500
RJ,Paracambi,52683,50071,3303609
RJ,Paraíba do Sul,44518,42737,3303708
RJ,Paraty,43680,40975,3303807
RJ,Paty do Alferes,27858,26939,3303856
RJ,Petrópolis,306678,298158,3303906
RJ,Pinheiral,25364,24076,3303955
RJ,Piraí,29545,28088,3304003
RJ,Porciúncula,18960,18156,3304102
RJ,Porto Real,19974,18552,3304110
RJ,Quatis,14435,13666,3304128
RJ,Queimados,151335,144525,3304144
RJ,Quissamã,25126,23125,3304151
RJ,Resende,132312,126084,3304201
RJ,Rio Bonito,60573,57963,3304300
RJ,Rio Claro,18605,17850,3304409
RJ,Rio das Flores,9344,8943,3304508
RJ,Rio das Ostras,155193,136626,3304524
RJ,Rio de Janeiro,6747815,6498837,3304557
RJ,Santa Maria Madalena,10392,10198,3304607
RJ,Santo Antônio de Pádua,42594,41246,3304706
RJ,São Francisco de Itabapoana,42210,41240,3304755
RJ,São Fidélis,38710,37696,3304805
RJ,São Gonçalo,1091737,1044058,3304904
RJ,São João da Barra,36423,34884,3305000
RJ,São João de Meriti,472906,460541,3305109
RJ,São José de Ubá,7206,7236,3305133
RJ,São José do Vale do Rio Preto,21916,21017,3305158
RJ,São Pedro da Aldeia,106049,98470,3305208
RJ,São Sebastião do Alto,9387,9075,3305307
RJ,Sapucaia,18249,17604,3305406
RJ,Saquarema,90583,83750,3305505
RJ,Seropédica,83092,83667,3305554
RJ,Silva Jardim,21774,21279,3305604
RJ,Sumidouro,15667,15153,3305703
RJ,Tanguá,34610,32703,3305752
RJ,Teresópolis,184240,174587,3305802
RJ,Trajano de Moraes,10640,10351,3305901
RJ,Três Rios,82142,79230,3306008
RJ,Valença,76869,73997,3306107
RJ,Varre-Sai,11106,10500,3306156
RJ,Vassouras,37083,35622,3306206
RJ,Volta Redonda,273988,263659,3306305
SP,Adamantina,35111,35094,3500105
SP,Adolfo,3554,3616,3500204
SP,Aguaí,36648,35189,3500303
SP,Águas da Prata,8221,8065,3500402
SP,Águas de Lindóia,18808,18412,3500501
SP,Águas de Santa Bárbara,6109,5977,3500550
SP,Águas de São Pedro,3521,3205,3500600
SP,Agudos,37401,36704,3500709
SP,Alambari,6129,5658,3500758
SP,Alfredo Marcondes,4184,4118,3500808
SP,Altair,4186,4085,3500907
SP,Altinópolis,16203,16199,3501004
SP,Alto Alegre,4088,4164,3501103
SP,Alumínio,18767,18194,3501152
SP,Álvares Florence,3647,3824,3501202
SP,Álvares Machado,24998,24733,3501301
SP,Álvaro de Carvalho,5274,5075,3501400
SP,Alvinlândia,3237,3182,3501509
SP,Americana,242018,231621,3501608
SP,Américo Brasiliense,41032,38701,3501707
SP,Américo de Campos,5981,5955,3501806
SP,Amparo,72677,70742,3501905
SP,Analândia,5056,4789,3502002
SP,Andradina,57202,57300,3502101
SP,Angatuba,25479,24400,3502200
SP,Anhembi,6819,6397,3502309
SP,Anhumas,4144,4026,3502408
SP,Aparecida,36185,36248,3502507
SP,Aparecida d'Oeste,4158,4362,3502606
SP,Apiaí,24226,25077,3502705
SP,Araçariguama,22860,20581,3502754
SP,Araçatuba,198129,193828,3502804
SP,Araçoiaba da Serra,34776,31915,3502903
SP,Aramina,5655,5519,3503000
SP,Arandu,6365,6360,3503109
SP,Arapeí,2460,2516,3503158
SP,Araraquara,238339,228664,3503208
SP,Araras,135506,130102,3503307
SP,Arco-Íris,1773,1873,3503356
SP,Arealva,8613,8402,3503406
SP,Areias,3896,3869,3503505
SP,Areiópolis,11158,11078,3503604
SP,Ariranha,9761,9365,3503703
SP,Artur Nogueira,55340,51126,3503802
SP,Arujá,91157,85199,3503901
SP,Aspásia,1818,1845,3503950
SP,Assis,105087,102268,3504008
SP,Atibaia,144088,138449,3504107
SP,Auriflama,15253,15024,3504206
SP,Avaí,5436,5306,3504305
SP,Avanhandava,13859,12918,3504404
SP,Avaré,91232,88938,3504503
SP,Bady Bassitt,17761,16604,3504602
SP,Balbinos,5934,5006,3504701
SP,Bálsamo,9139,8841,3504800
SP,Bananal,10993,10821,3504909
SP,Barão de Antonina,3498,3380,3505005
SP,Barbosa,7468,7190,3505104
SP,Bariri,35558,34328,3505203
SP,Barra Bonita,36126,36326,3505302
SP,Barra do Chapéu,5760,5619,3505351
SP,Barra do Turvo,7632,7804,3505401
SP,Barretos,122833,119948,3505500
SP,Barrinha,33180,31579,3505609
SP,Barueri,276982,264935,3505708
SP,Bastos,20953,21070,3505807
SP,Batatais,62980,61040,3505906
SP,Bauru,379297,369368,3506003
SP,Bebedouro,77555,77695,3506102
SP,Bento de Abreu,3005,2902,3506201
SP,Bernardino de Campos,11158,11169,3506300
SP,Bertioga,64723,57942,3506359
SP,Bilac,8117,7761,3506409
SP,Birigui,124883,119536,3506508
SP,Biritiba-Mirim,32936,31479,3506607
SP,Boa Esperança do Sul,15018,14638,3506706
SP,Bocaina,12452,11926,3506805
SP,Bofete,11921,11059,3506904
SP,Boituva,62170,56830,3507001
SP,Bom Jesus dos Perdões,25985,23530,3507100
SP,Bom Sucesso de Itararé,3984,3860,3507159
SP,Borá,838,838,3507209
SP,Boracéia,4868,4675,3507308
SP,Borborema,16164,15681,3507407
SP,Borebi,2683,2548,3507456
SP,Botucatu,148130,141032,3507506
SP,Bragança Paulista,170533,162435,3507605
SP,Braúna,5741,5506,3507704
SP,Brejo Alegre,2889,2790,3507753
SP,Brodowski,25277,23780,3507803
SP,Brotas,24636,23641,3507902
SP,Buri,19965,19655,3508009
SP,Buritama,17281,16714,3508108
SP,Buritizal,4514,4377,3508207
SP,Cabrália Paulista,4243,4371,3508306
SP,Cabreúva,50429,47210,3508405
SP,Caçapava,95018,91883,3508504
SP,Cachoeira Paulista,33581,32536,3508603
SP,Caconde,19009,19001,3508702
SP,Cafelândia,17843,17573,3508801
SP,Caiabu,4193,4208,3508900
SP,Caieiras,102775,97016,3509007
SP,Caiuá,5946,5628,3509106
SP,Cajamar,77934,72875,3509205
SP,Cajati,28494,28916,3509254
SP,Cajobi,10596,10393,3509304
SP,Cajuru,26393,25445,3509403
SP,Campina do Monte Alegre,6057,5932,3509452
SP,Campinas,1213792,1173370,3509502
SP,Campo Limpo Paulista,85541,81693,3509601
SP,Campos do Jordão,52405,51157,3509700
SP,Campos Novos Paulista,4997,4870,3509809
SP,Cananéia,12541,12606,3509908
SP,Canas,5204,4914,3509957
SP,Cândido Mota,31346,31198,3510005
SP,Cândido Rodrigues,2799,2786,3510104
SP,Canitar,5292,4956,3510153
SP,Capão Bonito,47118,47475,3510203
SP,Capela do Alto,20985,19747,3510302
SP,Capivari,56379,53731,3510401
SP,Caraguatatuba,123389,115071,3510500
SP,Carapicuíba,403183,394465,3510609
SP,Cardoso,12349,12305,3510708
SP,Casa Branca,30520,30012,3510807
SP,Cássia dos Coqueiros,2505,2607,3510906
SP,Castilho,21267,20120,3511003
SP,Catanduva,122497,120092,3511102
SP,Catiguá,7855,7652,3511201
SP,Cedral,9346,8870,3511300
SP,Cerqueira César,20191,19304,3511409
SP,Cerquilho,49802,45947,3511508
SP,Cesário Lange,18375,17378,3511607
SP,Charqueada,17367,16608,3511706
SP,Clementina,8757,8124,3511904
SP,Colina,18535,18311,3512001
SP,Colômbia,6216,6218,3512100
SP,Conchal,28273,27345,3512209
SP,Conchas,18019,17523,3512308
SP,Cordeirópolis,24826,23517,3512407
SP,Coroados,6129,5820,3512506
SP,Coronel Macedo,4635,4881,3512605
SP,Corumbataí,4064,4045,3512704
SP,Cosmópolis,73474,67960,3512803
SP,Cosmorama,7298,7381,3512902
SP,Cotia,253608,233696,3513009
SP,Cravinhos,35579,34384,3513108
SP,Cristais Paulista,8718,8343,3513207
SP,Cruzália,2046,2185,3513306
SP,Cruzeiro,82571,81406,3513405
SP,Cubatão,131626,127887,3513504
SP,Cunha,21459,22007,3513603
SP,Descalvado,33910,33165,3513702
