UF,nome_municipio,pop_est,pop_est_2016,geocodigo
SP,Diadema,426757,415180,3513801
SP,Dirce Reis,1799,1779,3513850
SP,Divinolândia,11086,11437,3513900
SP,Dobrada,9010,8669,3514007
SP,Dois Córregos,27512,26706,3514106
SP,Dolcinópolis,2112,2139,3514205
SP,Dourado,8878,8903,3514304
SP,Dracena,47043,46088,3514403
SP,Duartina,12433,12558,3514502
SP,Dumont,10023,9325,3514601
SP,Echaporã,6064,6281,3514700
SP,Eldorado,15544,15388,3514809
SP,Elias Fausto,17936,17241,3514908
SP,Elisiário,3697,3494,3514924
SP,Embaúba,2449,2479,3514957
SP,Embu das Artes,276535,264448,3515004
SP,Embu-Guaçu,69901,67788,3515103
SP,Emilianópolis,3227,3186,3515129
SP,Engenheiro Coelho,21249,19059,3515152
SP,Espírito Santo do Pinhal,44471,44036,3515186
SP,Espírito Santo do Turvo,4878,4668,3515194
SP,Estrela d'Oeste,8419,8464,3515202
SP,Estrela do Norte,2770,2765,3515301
SP,Euclides da Cunha Paulista,9325,9600,3515350
SP,Fartura,16070,15994,3515400
SP,Fernandópolis,69402,68399,3515509
SP,Fernando Prestes,5794,5771,3515608
SP,Fernão,1727,1680,3515657
SP,Ferraz de Vasconcelos,196500,186808,3515707
SP,Flora Rica,1430,1602,3515806
SP,Floreal,2900,2996,3515905
SP,Flórida Paulista,14790,14143,3516002
SP,Florínia,2653,2778,3516101
SP,Franca,355901,344704,3516200
SP,Francisco Morato,177633,169942,3516309
SP,Franco da Rocha,156492,147650,3516408
SP,Gabriel Monteiro,2776,2791,3516507
SP,Gália,6482,6834,3516606
SP,Garça,44409,44557,3516705
SP,Gastão Vidigal,4860,4634,3516804
SP,Gavião Peixoto,4815,4714,3516853
SP,General Salgado,10862,10956,3516903
SP,Getulina,11447,11325,3517000
SP,Glicério,4829,4787,3517109
SP,Guaiçara,12294,11752,3517208
SP,Guaimbê,5785,5717,3517307
SP,Guaíra,41040,40053,3517406
SP,Guapiaçu,21775,20340,3517505
SP,Guapiara,17025,17758,3517604
SP,Guará,21308,20997,3517703
SP,Guaraçaí,8290,8495,3517802
SP,Guaraci,11287,10872,3517901
SP,Guarani d'Oeste,1998,2018,3518008
SP,Guarantã,6675,6662,3518107
SP,Guararapes,33100,32502,3518206
SP,Guararema,30136,28664,3518305
SP,Guaratinguetá,122505,119753,3518404
SP,Guareí,18887,17213,3518503
SP,Guariba,40487,38861,3518602
SP,Guarujá,322750,313421,3518701
SP,Guarulhos,1392121,1337087,3518800
SP,Guatapará,7709,7496,3518859
SP,Guzolândia,5307,5142,3518909
SP,Herculândia,9588,9338,3519006
SP,Holambra,15272,13698,3519055
SP,Hortolândia,234259,219039,3519071
SP,Iacanga,11858,11206,3519105
SP,Iacri,6295,6457,3519204
SP,Iaras,9517,8230,3519253
SP,Ibaté,35472,33884,3519303
SP,Ibirá,12518,11980,3519402
SP,Ibirarema,7841,7459,3519501
SP,Ibitinga,60600,58188,3519600
SP,Ibiúna,79479,77005,3519709
SP,Icém,8304,8055,3519808
SP,Iepê,8194,8070,3519907
SP,Igaraçu do Tietê,24749,24525,3520004
SP,Igarapava,30614,29902,3520103
SP,Igaratá,9583,9397,3520202
SP,Iguape,30989,30519,3520301
SP,Ilhabela,35591,32782,3520400
SP,Ilha Comprida,11362,10476,3520426
SP,Ilha Solteira,26788,26443,3520442
SP,Indaiatuba,256223,235367,3520509
SP,Indiana,4879,4936,3520608
SP,Indiaporã,3886,3960,3520707
SP,Inúbia Paulista,4019,3907,3520806
SP,Ipaussu,15069,14674,3520905
SP,Iperó,37964,34149,3521002
SP,Ipeúna,7687,7047,3521101
SP,Ipiguá,5476,5101,3521150
SP,Iporanga,4199,4316,3521200
SP,Ipuã,16604,15752,3521309
SP,Iracemápolis,24614,22914,3521408
SP,Irapuã,8048,7827,3521507
SP,Irapuru,8325,8217,3521606
SP,Itaberá,17480,17946,3521705
SP,Itaí,27382,26287,3521804
SP,Itajobi,15297,15212,3521903
SP,Itaju,3887,3655,3522000
SP,Itanhaém,103102,97439,3522109
SP,Itaóca,3330,3339,3522158
SP,Itapecerica da Serra,177662,169103,3522208
SP,Itapetininga,165526,158561,3522307
SP,Itapeva,94804,93145,3522406
SP,Itapevi,240961,226488,3522505
SP,Itapira,75234,73410,3522604
SP,Itapirapuã Paulista,4268,4161,3522653
SP,Itápolis,43331,42547,3522703
SP,Itaporanga,15173,15140,3522802
SP,Itapuí,14147,13475,3522901
SP,Itapura,4951,4760,3523008
SP,Itaquaquecetuba,375011,356774,3523107
SP,Itararé,50642,50243,3523206
SP,Itariri,17598,16913,3523305
SP,Itatiba,122581,114912,3523404
SP,Itatinga,20921,19951,3523503
SP,Itirapina,18387,17377,3523602
SP,Itirapuã,6543,6363,3523701
SP,Itobi,7852,7842,3523800
SP,Itu,175568,168643,3523909
SP,Itupeva,62813,55596,3524006
SP,Ituverava,42045,41206,3524105
SP,Jaborandi,6946,6900,3524204
SP,Jaboticabal,77652,76196,3524303
SP,Jacareí,235416,228214,3524402
SP,Jaci,7196,6609,3524501
SP,Jacupiranga,17889,17876,3524600
SP,Jaguariúna,58722,53069,3524709
SP,Jales,49201,49017,3524808
SP,Jambeiro,6717,6200,3524907
SP,Jandira,126356,120177,3525003
SP,Jardinópolis,44970,42358,3525102
SP,Jarinu,30617,28012,3525201
SP,Jaú,151881,144828,3525300
SP,Jeriquara,3151,3209,3525409
SP,Joanópolis,13338,12837,3525508
SP,João Ramalho,4551,4442,3525607
SP,José Bonifácio,37366,35872,3525706
SP,Júlio Mesquita,4800,4710,3525805
SP,Jumirim,3418,3190,3525854
SP,Jundiaí,423006,405740,3525904
SP,Junqueirópolis,20831,20211,3526001
SP,Juquiá,18718,19274,3526100
SP,Juquitiba,31646,30837,3526209
SP,Lagoinha,4889,4949,3526308
SP,Laranjal Paulista,28785,27640,3526407
SP,Lavínia,12285,10876,3526506
SP,Lavrinhas,7311,7102,3526605
SP,Leme,104346,100296,3526704
SP,Lençóis Paulista,68990,66664,3526803
SP,Limeira,308482,298701,3526902
SP,Lindóia,8092,7591,3527009
SP,Lins,78503,76562,3527108
SP,Lorena,89125,87584,3527207
SP,Lourdes,2300,2260,3527256
SP,Louveira,49993,44904,3527306
SP,Lucélia,21886,21330,3527405
SP,Lucianópolis,2403,2372,3527504
SP,Luís Antônio,15292,13703,3527603
SP,Luiziânia,5855,5573,3527702
SP,Lupércio,4596,4561,3527801
SP,Lutécia,2636,2717,3527900
SP,Macatuba,17214,17063,3528007
SP,Macaubal,8147,8060,3528106
SP,Macedônia,3692,3741,3528205
SP,Magda,3102,3200,3528304
SP,Mairinque,47441,46294,3528403
SP,Mairiporã,101937,93981,3528502
SP,Manduri,9910,9653,3528601
SP,Marabá Paulista,5948,5524,3528700
SP,Maracaí,14036,13948,3528809
SP,Marapoama,3064,2917,3528858
SP,Mariápolis,4091,4079,3528908
SP,Marília,240590,233639,3529005
SP,Marinópolis,2106,2145,3529104
SP,Martinópolis,26628,25966,3529203
SP,Matão,83626,81878,3529302
SP,Mauá,477552,457696,3529401
SP,Mendonça,5565,5232,3529500
SP,Meridiano,3824,3902,3529609
SP,Mesópolis,1905,1928,3529658
SP,Miguelópolis,22355,21852,3529708
SP,Mineiros do Tietê,12966,12757,3529807
SP,Miracatu,19643,20409,3529906
SP,Mira Estrela,3106,3027,3530003
SP,Mirandópolis,29706,29181,3530102
SP,Mirante do Paranapanema,18338,18056,3530201
SP,Mirassol,60303,58314,3530300
SP,Mirassolândia,4919,4714,3530409
SP,Mococa,68980,68897,3530508
SP,Mogi das Cruzes,450785,429321,3530607
SP,Mogi Guaçu,153033,148327,3530706
SP,Mogi Mirim,93650,91929,3530805
SP,Mombuca,3508,3456,3530904
SP,Monções,2267,2242,3531001
SP,Mongaguá,57648,53384,3531100
SP,Monte Alegre do Sul,8111,7804,3531209
SP,Monte Alto,50772,49721,3531308
SP,Monte Aprazível,25373,24128,3531407
SP,Monte Azul Paulista,18968,19268,3531506
SP,Monte Castelo,4166,4189,3531605
SP,Monteiro Lobato,4696,4509,3531704
SP,Monte Mor,60754,56335,3531803
SP,Morro Agudo,33288,31923,3531902
SP,Morungaba,13781,13085,3532009
SP,Motuca,4795,4642,3532058
SP,Murutinga do Sul,4506,4434,3532108
SP,Nantes,3179,3014,3532157
SP,Narandiba,4904,4702,3532207
SP,Natividade da Serra,6642,6770,3532306
SP,Nazaré Paulista,18698,17959,3532405
SP,Neves Paulista,8923,9003,3532504
SP,Nhandeara,11527,11351,3532603
SP,Nipoã,5298,4916,3532702
SP,Nova Aliança,7068,6645,3532801
SP,Nova Campina,9860,9406,3532827
SP,Nova Canaã Paulista,1852,2005,3532843
SP,Nova Castilho,1278,1228,3532868
SP,Nova Europa,11355,10599,3532900
SP,Nova Granada,21689,20896,3533007
SP,Nova Guataporanga,2325,2296,3533106
SP,Nova Independência,4053,3667,3533205
SP,Novais,5945,5421,3533254
SP,Nova Luzitânia,4160,3899,3533304
SP,Nova Odessa,60956,57504,3533403
SP,Novo Horizonte,41414,39888,3533502
SP,Nuporanga,7478,7299,3533601
SP,Ocauçu,4291,4305,3533700
SP,Óleo,2471,2605,3533809
SP,Olímpia,55130,53702,3533908
SP,Onda Verde,4422,4248,3534005
SP,Oriente,6542,6447,3534104
SP,Orindiúva,7194,6614,3534203
SP,Orlândia,44360,42996,3534302
SP,Osasco,699944,696382,3534401
SP,Oscar Bressane,2603,2615,3534500
SP,Osvaldo Cruz,33000,32593,3534609
SP,Ourinhos,114352,111056,3534708
SP,Ouroeste,10539,9733,3534757
SP,Ouro Verde,8620,8386,3534807
SP,Pacaembu,14263,14024,3534906
SP,Palestina,13123,12388,3535002
SP,Palmares Paulista,13486,12536,3535101
SP,Palmeira d'Oeste,9227,9545,3535200
SP,Palmital,22272,22146,3535309
SP,Panorama,15862,15539,3535408
SP,Paraguaçu Paulista,45945,45027,3535507
SP,Paraibuna,18263,18166,3535606
SP,Paraíso,6496,6330,3535705
SP,Paranapanema,20395,19545,3535804
SP,Paranapuã,4095,4035,3535903
SP,Parapuã,10949,11085,3536000
SP,Pardinho,6508,6191,3536109
SP,Pariquera-Açu,19723,19465,3536208
SP,Parisi,2169,2142,3536257
SP,Patrocínio Paulista,14807,14223,3536307
SP,Paulicéia,7454,7065,3536406
SP,Paulínia,112003,100128,3536505
SP,Paulistânia,1834,1840,3536570
SP,Paulo de Faria,8959,8939,3536604
SP,Pederneiras,47111,45314,3536703
SP,Pedra Bela,6110,6062,3536802
SP,Pedranópolis,2481,2558,3536901
SP,Pedregulho,16811,16582,3537008
SP,Pedreira,48463,46094,3537107
SP,Pedrinhas Paulista,3101,3079,3537156
SP,Pedro de Toledo,11421,11053,3537206
SP,Penápolis,63757,62409,3537305
SP,Pereira Barreto,25677,25779,3537404
SP,Pereiras,8773,8312,3537503
SP,Peruíbe,69001,65907,3537602
SP,Piacatu,6038,5793,3537701
SP,Piedade,55542,54907,3537800
SP,Pilar do Sul,29402,28516,3537909
SP,Pindamonhangaba,170132,162327,3538006
SP,Pindorama,17216,16501,3538105
SP,Pinhalzinho,15388,14595,3538204
SP,Piquerobi,3699,3686,3538303
SP,Piquete,13575,14048,3538501
SP,Piracaia,27462,26841,3538600
SP,Piracicaba,407252,394419,3538709
SP,Piraju,29869,29728,3538808
SP,Pirajuí,25719,24762,3538907
SP,Pirangi,11471,11272,3539004
SP,Pirapora do Bom Jesus,19178,17913,3539103
SP,Pirapozinho,27754,26810,3539202
SP,Pirassununga,76877,75035,3539301
SP,Piratininga,13765,13216,3539400
SP,Pitangueiras,40080,38554,3539509
SP,Planalto,5304,5005,3539608
SP,Platina,3578,3461,3539707
SP,Poá,118349,114650,3539806
SP,Poloni,6113,5884,3539905
SP,Pompéia,22172,21526,3540002
SP,Pongaí,3400,3494,3540101
SP,Pontal,50852,46818,3540200
SP,Pontalinda,4674,4476,3540259
SP,Pontes Gestal,2577,2593,3540309
SP,Populina,4152,4254,3540408
SP,Porangaba,10067,9434,3540507
SP,Porto Feliz,53402,52221,3540606
SP,Porto Ferreira,56504,55100,3540705
SP,Potim,25130,22911,3540754
SP,Potirendaba,17516,16857,3540804
SP,Pracinha,4212,3659,3540853
SP,Pradópolis,21873,20169,3540903
SP,Praia Grande,330845,304705,3541000
SP,Pratânia,5317,5074,3541059
SP,Presidente Alves,4080,4167,3541109
SP,Presidente Bernardes,13023,13494,3541208
SP,Presidente Epitácio,44389,43718,3541307
SP,Presidente Prudente,230371,223749,3541406
SP,Presidente Venceslau,39583,39476,3541505
SP,Promissão,40828,39139,3541604
SP,Quadra,3854,3634,3541653
SP,Quatá,14210,13798,3541703
SP,Queiroz,3460,3217,3541802
SP,Queluz,13606,12777,3541901
SP,Quintana,6688,6484,3542008
SP,Rafard,9101,9030,3542107
SP,Rancharia,29726,29799,3542206
SP,Redenção da Serra,3839,3919,3542305
SP,Regente Feijó,20394,19860,3542404
SP,Reginópolis,9837,8844,3542503
SP,Registro,56393,56356,3542602
SP,Restinga,7679,7304,3542701
SP,Ribeira,3330,3399,3542800
SP,Ribeirão Bonito,13299,12986,3542909
SP,Ribeirão Branco,16211,17430,3543006
SP,Ribeirão Corrente,4752,4612,3543105
SP,Ribeirão do Sul,4539,4572,3543204
SP,Ribeirão dos Índios,2224,2244,3543238
SP,Ribeirão Grande,7679,7690,3543253
SP,Ribeirão Pires,124159,121130,3543303
SP,Ribeirão Preto,711825,674405,3543402
SP,Riversul,5443,5866,3543501
SP,Rifaina,3640,3608,3543600
SP,Rincão,10812,10809,3543709
SP,Rinópolis,9961,10116,3543808
SP,Rio Claro,208008,201473,3543907
SP,Rio das Pedras,35738,33464,3544004
SP,Rio Grande da Serra,51436,48861,3544103
SP,Riolândia,12689,11928,3544202
SP,Rosana,16281,18124,3544251
SP,Roseira,10801,10429,3544301
SP,Rubiácea,3162,3015,3544400
SP,Rubinéia,3170,3081,3544509
SP,Sabino,5614,5526,3544608
SP,Sagres,2430,2454,3544707
SP,Sales,6407,6074,3544806
SP,Sales Oliveira,11998,11541,3544905
SP,Salesópolis,17252,16797,3545001
SP,Salmourão,5337,5187,3545100
SP,Saltinho,8393,7919,3545159
SP,Salto,119736,115193,3545209
SP,Salto de Pirapora,45860,43990,3545308
SP,Salto Grande,9364,9255,3545407
SP,Sandovalina,4354,4126,3545506
SP,Santa Adélia,15561,15255,3545605
SP,Santa Albertina,6022,5985,3545704
SP,Santa Bárbara d'Oeste,194390,191024,3545803
SP,Santa Branca,14857,14601,3546009
SP,Santa Clara d'Oeste,2113,2136,3546108
SP,Santa Cruz da Conceição,4544,4371,3546207
SP,Santa Cruz da Esperança,2153,2097,3546256
SP,Santa Cruz das Palmeiras,34737,33106,3546306
SP,Santa Cruz do Rio Pardo,47943,46893,3546405
SP,Santa Ernestina,5588,5672,3546504
SP,Santa Fé do Sul,32563,31578,3546603
SP,Santa Gertrudes,27381,25192,3546702
SP,Santa Isabel,57966,55476,3546801
SP,Santa Lúcia,8854,8723,3546900
SP,Santa Maria da Serra,6236,5962,3547007
SP,Santa Mercedes,2943,2941,3547106
SP,Santana da Ponte Pensa,1467,1573,3547205
SP,Santana de Parnaíba,142301,129261,3547304
SP,Santa Rita d'Oeste,2487,2554,3547403
SP,Santa Rita do Passa Quatro,27600,27546,3547502
SP,Santa Rosa de Viterbo,26753,25869,3547601
SP,Santa Salete,1552,1530,3547650
SP,Santo Anastácio,20866,21037,3547700
SP,Santo André,721368,712749,3547809
SP,Santo Antônio da Alegria,6977,6785,3547908
SP,Santo Antônio de Posse,23529,22597,3548005
SP,Santo Antônio do Aracanguá,8481,8228,3548054
SP,Santo Antônio do Jardim,5940,6041,3548104
SP,Santo Antônio do Pinhal,6827,6784,3548203
SP,Santo Expedito,3135,3035,3548302
SP,Santópolis do Aguapeí,4817,4650,3548401
SP,Santos,433656,434359,3548500
SP,São Bento do Sapucaí,10893,10880,3548609
SP,São Bernardo do Campo,844483,822242,3548708
SP,São Caetano do Sul,161957,158825,3548807
SP,São Carlos,254484,243765,3548906
SP,São Francisco,2817,2854,3549003
SP,São João da Boa Vista,91771,89564,3549102
SP,São João das Duas Pontes,2561,2607,3549201
SP,São João de Iracema,1932,1894,3549250
SP,São João do Pau d'Alho,2100,2136,3549300
SP,São Joaquim da Barra,52319,50520,3549409
SP,São José da Bela Vista,8960,8854,3549508
SP,São José do Barreiro,4144,4183,3549607
SP,São José do Rio Pardo,55124,54563,3549706
SP,São José do Rio Preto,464983,446649,3549805
SP,São José dos Campos,729737,695992,3549904
SP,São Lourenço da Serra,15978,15323,3549953
SP,São Luís do Paraitinga,10690,10735,3550001
SP,São Manuel,41123,40532,3550100
SP,São Miguel Arcanjo,33002,32840,3550209
SP,São Paulo,12325232,12038175,3550308
SP,São Pedro,35980,34595,3550407
SP,São Pedro do Turvo,7696,7596,3550506
SP,São Roque,92060,87506,3550605
SP,São Sebastião,90328,84294,3550704
SP,São Sebastião da Grama,12159,12335,3550803
SP,São Simão,15385,15165,3550902
SP,São Vicente,368355,357989,3551009
SP,Sarapuí,10390,9936,3551108
SP,Sarutaiá,3630,3687,3551207
SP,Sebastianópolis do Sul,3554,3373,3551306
SP,Serra Azul,14981,13516,3551405
SP,Serrana,45644,43293,3551504
SP,Serra Negra,29452,28534,3551603
SP,Sertãozinho,127142,121412,3551702
SP,Sete Barras,12780,13098,3551801
SP,Severínia,17661,16962,3551900
SP,Silveiras,6339,6193,3552007
SP,Socorro,41352,39896,3552106
SP,Sorocaba,687357,652481,3552205
SP,Sud Mennucci,7728,7723,3552304
SP,Sumaré,286211,269522,3552403
SP,Suzano,300559,288056,3552502
SP,Suzanápolis,4014,3790,3552551
SP,Tabapuã,12485,12178,3552601
SP,Tabatinga,16644,16021,3552700
SP,Taboão da Serra,293652,275948,3552809
SP,Taciba,6329,6152,3552908
SP,Taguaí,14141,12851,3553005
SP,Taiaçu,6320,6230,3553104
SP,Taiúva,5564,5604,3553203
SP,Tambaú,23232,23241,3553302
SP,Tanabi,26101,25597,3553401
SP,Tapiraí,7766,8010,3553500
SP,Tapiratiba,12950,13069,3553609
SP,Taquaral,2813,2821,3553658
SP,Taquaritinga,57364,56771,3553708
SP,Taquarituba,23256,23202,3553807
SP,Taquarivaí,5911,5660,3553856
SP,Tarabai,7540,7236,3553906
SP,Tarumã,15183,14378,3553955
SP,Tatuí,122967,117823,3554003
SP,Taubaté,317915,305174,3554102
SP,Tejupá,4491,4713,3554201
SP,Teodoro Sampaio,23273,22795,3554300
SP,Terra Roxa,9437,9164,3554409
SP,Tietê,42517,40613,3554508
SP,Timburi,2652,2695,3554607
SP,Torre de Pedra,2422,2385,3554656
SP,Torrinha,10056,9890,3554706
SP,Trabiju,1738,1677,3554755
SP,Tremembé,47714,45414,3554805
SP,Três Fronteiras,5832,5743,3554904
SP,Tuiuti,6977,6612,3554953
SP,Tupã,65570,65705,3555000
SP,Tupi Paulista,15583,15238,3555109
SP,Turiúba,2020,2013,3555208
SP,Turmalina,1696,1854,3555307
SP,Ubarana,6400,5996,3555356
SP,Ubatuba,91824,87364,3555406
SP,Ubirajara,4804,4711,3555505
SP,Uchoa,10151,10008,3555604
SP,União Paulista,1865,1773,3555703
SP,Urânia,9120,9141,3555802
SP,Uru,1153,1218,3555901
SP,Urupês,13888,13580,3556008
SP,Valentim Gentil,13532,12610,3556107
SP,Valinhos,131210,122163,3556206
SP,Valparaíso,26822,25316,3556305
SP,Vargem,10692,10000,3556354
SP,Vargem Grande do Sul,43110,42061,3556404
SP,Vargem Grande Paulista,53468,49542,3556453
SP,Várzea Paulista,123071,117772,3556503
SP,Vera Cruz,10823,10980,3556602
SP,Vinhedo,80111,73855,3556701
SP,Viradouro,19017,18542,3556800
SP,Vista Alegre do Alto,8989,8171,3556909
SP,Vitória Brasil,1846,1827,3556958
SP,Votorantim,123599,118858,3557006
SP,Votuporanga,95338,92032,3557105
SP,Zacarias,2752,2605,3557154
SP,Chavantes,12418,12486,3557204
SP,Estiva Gerbi,11407,10971,3557303
PR,Abatiá,7408,7795,4100103
PR,Adrianópolis,5857,6293,4100202
PR,Agudos do Sul,9470,9073,4100301
PR,Almirante Tamandaré,120041,114129,4100400
PR,Altamira do Paraná,1682,3143,4100459
PR,Altônia,22176,21867,4100509
PR,Alto Paraná,14859,14606,4100608
PR,Alto Piquiri,9778,10253,4100707
PR,Alvorada do Sul,11503,11148,4100806
PR,Amaporã,6332,6019,4100905
PR,Ampére,19311,18740,4101002
PR,Anahy,2788,2908,4101051
PR,Andirá,19926,20822,4101101
PR,Ângulo,2930,2969,4101150
PR,Antonina,18949,19418,4101200
PR,Antônio Olinto,7427,7582,4101309
PR,Apucarana,136234,131571,4101408
PR,Arapongas,124810,116960,4101507
PR,Arapoti,28300,27728,4101606
PR,Arapuã,3009,3384,4101655
PR,Araruna,14000,14056,4101705
PR,Araucária,146214,135459,4101804
PR,Ariranha do Ivaí,2066,2330,4101853
PR,Assaí,14954,16104,4101903
PR,Assis Chateaubriand,33340,34046,4102000
PR,Astorga,26209,26087,4102109
PR,Atalaia,3881,4002,4102208
PR,Balsa Nova,13092,12471,4102307
PR,Bandeirantes,31211,32562,4102406
PR,Barbosa Ferraz,11426,12393,4102505
PR,Barracão,10312,10273,4102604
PR,Barra do Jacaré,2781,2825,4102703
PR,Bela Vista da Caroba,3457,3811,4102752
PR,Bela Vista do Paraíso,15399,15634,4102802
PR,Bituruna,16400,16511,4102901
PR,Boa Esperança,4047,4438,4103008
PR,Boa Esperança do Iguaçu,2470,2694,4103024
PR,Boa Ventura de São Roque,6365,6674,4103040
PR,Boa Vista da Aparecida,7540,7939,4103057
PR,Bocaiúva do Sul,13129,12320,4103107
PR,Bom Jesus do Sul,3506,3755,4103156
PR,Bom Sucesso,7068,6982,4103206
PR,Bom Sucesso do Sul,3254,3361,4103222
PR,Borrazópolis,6439,7387,4103305
PR,Braganey,5382,5714,4103354
PR,Brasilândia do Sul,2585,2990,4103370
PR,Cafeara,2954,2892,4103404
PR,Cafelândia,18456,16896,4103453
PR,Cafezal do Sul,4009,4266,4103479
PR,Califórnia,8606,8545,4103503
PR,Cambará,25466,25287,4103602
PR,Cambé,107341,104592,4103701
PR,Cambira,7917,7759,4103800
PR,Campina da Lagoa,14043,15144,4103909
PR,Campina do Simão,3859,4079,4103958
PR,Campina Grande do Sul,43685,42187,4104006
PR,Campo Bonito,3763,4210,4104055
PR,Campo do Tenente,8045,7762,4104105
PR,Campo Largo,133865,125719,4104204
PR,Campo Magro,29740,27884,4104253
PR,Campo Mourão,95488,93547,4104303
PR,Cândido de Abreu,14809,16198,4104402
PR,Candói,16053,15901,4104428
PR,Cantagalo,13329,13478,4104451
PR,Capanema,19148,19320,4104501
PR,Capitão Leônidas Marques,15834,15788,4104600
PR,Carambeí,23825,21939,4104659
PR,Carlópolis,14356,14384,4104709
PR,Cascavel,332333,316226,4104808
PR,Castro,71809,71159,4104907
PR,Catanduvas,10167,10455,4105003
PR,Centenário do Sul,10764,11279,4105102
PR,Cerro Azul,17833,17821,4105201
PR,Céu Azul,11819,11707,4105300
PR,Chopinzinho,19167,19951,4105409
PR,Cianorte,83816,78553,4105508
PR,Cidade Gaúcha,12797,12199,4105607
PR,Clevelândia,16450,17311,4105706
PR,Colombo,246540,234941,4105805
PR,Colorado,24145,23811,4105904
PR,Congonhinhas,8857,8779,4106001
PR,Conselheiro Mairinck,3876,3849,4106100
PR,Contenda,18837,17745,4106209
PR,Corbélia,17117,17135,4106308
PR,Cornélio Procópio,47842,48615,4106407
PR,Coronel Domingos Soares,7518,7607,4106456
PR,Coronel Vivida,20580,21755,4106506
PR,Corumbataí do Sul,3127,3682,4106555
PR,Cruzeiro do Iguaçu,4240,4373,4106571
PR,Cruzeiro do Oeste,20947,21197,4106605
PR,Cruzeiro do Sul,4449,4628,4106704
PR,Cruz Machado,18741,18858,4106803
PR,Cruzmaltina,2921,3128,4106852
PR,Curitiba,1948626,1893997,4106902
PR,Curiúva,15196,14911,4107009
PR,Diamante do Norte,5030,5425,4107108
PR,Diamante do Sul,3424,3562,4107124
PR,Diamante D'Oeste,5266,5277,4107157
PR,Dois Vizinhos,41038,39500,4107207
PR,Douradina,8869,8335,4107256
PR,Doutor Camargo,5983,6058,4107306
PR,Enéas Marques,5933,6182,4107405
PR,Engenheiro Beltrão,13981,14311,4107504
PR,Esperança Nova,1665,1875,4107520
PR,Entre Rios do Oeste,4596,4357,4107538
PR,Espigão Alto do Iguaçu,4048,4494,4107546
PR,Farol,3041,3355,4107553
PR,Faxinal,17316,17233,4107603
PR,Fazenda Rio Grande,102004,93730,4107652
